,Titulares,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,equipo,jornada,Minutos,cambioN,localizacion
11469,Francis Coquelin,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,0.909,valencia,32,59.0,31.0,0
11470,Kevin Gameiro,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,valencia,32,20.0,70.0,0
11471,Rubén Sobrino,,,,,,,,,,,,,valencia,32,0.0,0.0,0
11472,Aitor Fernández,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,levante,32,90.0,0.0,1
11473,Róber Pier,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.9,levante,32,90.0,0.0,1
11474,Coke Andújar,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.78,levante,32,90.0,0.0,1
11475,Rúben Vezo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8440000000000001,levante,32,90.0,0.0,1
11476,Erick Cabaco,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.8440000000000001,levante,32,90.0,0.0,1
11477,Antonio Luna,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.6970000000000001,levante,32,68.0,68.0,1
11478,Rubén Rochina,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.795,levante,32,76.0,76.0,1
11479,Jason,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.759,levante,32,90.0,0.0,1
11480,José Campaña,1.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.868,levante,32,90.0,0.0,1
11481,Roger Martí,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.833,levante,32,67.0,67.0,1
11482,José Luis Morales,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.857,levante,32,90.0,0.0,1
11483,Oier Olazábal,,,,,,,,,,,,,levante,32,0.0,0.0,1
11484,Pedro López,,,,,,,,,,,,,levante,32,0.0,0.0,1
11485,Moses Simon,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7859999999999999,levante,32,22.0,68.0,1
11486,Enis Bardhi,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7,levante,32,14.0,76.0,1
11487,Nikola Vukcevic,,,,,,,,,,,,,levante,32,0.0,0.0,1
11488,Borja Mayoral,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.25,levante,32,23.0,67.0,1
11489,Raphael Dwamena,,,,,,,,,,,,,levante,32,0.0,0.0,1
11490,Iván Cuéllar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,leganes,32,90.0,0.0,0
11491,Unai Bustinza,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,0.629,leganes,32,90.0,0.0,0
11492,Jonathan Silva,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.75,leganes,32,90.0,0.0,0
11493,Allan Nyom,0.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,0.654,leganes,32,90.0,0.0,0
11494,Dimitrios Siovas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.606,leganes,32,90.0,0.0,0
11495,Kenneth Omeruo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.733,leganes,32,90.0,0.0,0
11496,Javier Eraso,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.909,leganes,32,70.0,70.0,0
11497,Rubén Pérez,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.7559999999999999,leganes,32,90.0,0.0,0
11498,Mikel Vesga,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.731,leganes,32,84.0,84.0,0
11499,Guido Carrillo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,leganes,32,64.0,64.0,0
11500,Martin Braithwaite,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.762,leganes,32,90.0,0.0,0
11501,Andrés Prieto,,,,,,,,,,,,,leganes,32,0.0,0.0,0
11502,Juanfran Moreno,,,,,,,,,,,,,leganes,32,0.0,0.0,0
11503,Rodrigo Tarín,,,,,,,,,,,,,leganes,32,0.0,0.0,0
11504,Recio ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,leganes,32,90.0,0.0,0
11505,Nabil El Zhar ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,leganes,32,90.0,0.0,0
11506,Michael Santos,,,,,,,,,,,,,leganes,32,0.0,0.0,0
11507,Youssef En Nesyri ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.333,leganes,32,90.0,0.0,0
11508,Keylor Navas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,real_madrid,32,90.0,0.0,1
11509,Daniel Carvajal,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.884,real_madrid,32,90.0,0.0,1
11510,Raphaël Varane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.935,real_madrid,32,90.0,0.0,1
11511,Nacho Fernández,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.913,real_madrid,32,90.0,0.0,1
11512,Marcelo,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.904,real_madrid,32,90.0,0.0,1
11513,Luka Modric,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.875,real_madrid,32,90.0,0.0,1
11514,Casemiro,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.883,real_madrid,32,90.0,0.0,1
11515,Federico Valverde,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,0.89,real_madrid,32,90.0,0.0,1
11516,Marco Asensio,5.0,3.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.8640000000000001,real_madrid,32,80.0,80.0,1
11517,Isco Alarcón,2.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,0.912,real_madrid,32,76.0,76.0,1
11518,Karim Benzema,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.865,real_madrid,32,90.0,0.0,1
11519,Luca Zidane,,,,,,,,,,,,,real_madrid,32,0.0,0.0,1
11520,Jesús Vallejo,,,,,,,,,,,,,real_madrid,32,0.0,0.0,1
11521,Álvaro Odriozola,,,,,,,,,,,,,real_madrid,32,0.0,0.0,1
11522,Lucas Vázquez,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.833,real_madrid,32,14.0,76.0,1
11523,Marcos Llorente,,,,,,,,,,,,,real_madrid,32,0.0,0.0,1
11524,Dani Ceballos,,,,,,,,,,,,,real_madrid,32,0.0,0.0,1
11525,Gareth Bale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,real_madrid,32,10.0,80.0,1
11526,Fernando Pacheco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368,alaves,33,90.0,0.0,0
11527,Rodrigo Ely,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.615,alaves,33,90.0,0.0,0
11528,Guillermo Maripán,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.76,alaves,33,90.0,0.0,0
11529,Adrián Marín,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,0.765,alaves,33,90.0,0.0,0
11530,Martín Aguirregabiria,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.5670000000000001,alaves,33,90.0,0.0,0
11531,Tomás Pina,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.8059999999999999,alaves,33,90.0,0.0,0
11532,Takashi Inui,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.727,alaves,33,58.0,58.0,0
11533,Manu García,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.6729999999999999,alaves,33,90.0,0.0,0
11534,Jony Rodríguez,3.0,1.0,7.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.735,alaves,33,90.0,0.0,0
11535,John Guidetti,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.556,alaves,33,73.0,73.0,0
11536,Jonathan Calleri,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.471,alaves,33,90.0,0.0,0
11537,Antonio Sivera,,,,,,,,,,,,,alaves,33,0.0,0.0,0
11538,Carlos Vigaray,,,,,,,,,,,,,alaves,33,0.0,0.0,0
11539,Ximo Navarro,,,,,,,,,,,,,alaves,33,0.0,0.0,0
11540,Darko Brasanac,,,,,,,,,,,,,alaves,33,0.0,0.0,0
11541,Mubarak Wakaso,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,alaves,33,17.0,73.0,0
11542,Diego Rolan,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.8,alaves,33,32.0,58.0,0
11543,Patrick Twumasi,,,,,,,,,,,,,alaves,33,0.0,0.0,0
11544,Yoel Rodríguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,valladolid,33,90.0,0.0,1
11545,Joaquín Fernández,2.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.7390000000000001,valladolid,33,90.0,0.0,1
11546,Kiko Olivas,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.809,valladolid,33,90.0,0.0,1
11547,Fernando Calero,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.81,valladolid,33,90.0,0.0,1
11548,Antoñito Regal,0.0,0.0,6.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,0.769,valladolid,33,90.0,0.0,1
11549,Nacho Martínez,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.7609999999999999,valladolid,33,90.0,0.0,1
11550,Borja Fernández,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,valladolid,33,30.0,30.0,1
11551,Keko Gontán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.833,valladolid,33,20.0,20.0,1
11552,Enes Ünal,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.5,valladolid,33,90.0,0.0,1
11553,Óscar Plano,1.0,0.0,8.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.727,valladolid,33,90.0,0.0,1
11554,Sergi Guardiola,5.0,5.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.684,valladolid,33,90.0,0.0,1
11555,Jordi Masip,,,,,,,,,,,,,valladolid,33,0.0,0.0,1
11556,Moisés Delgado,,,,,,,,,,,,,valladolid,33,0.0,0.0,1
11557,Waldo Rubio,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.636,valladolid,33,70.0,20.0,1
11558,Toni Villa,,,,,,,,,,,,,valladolid,33,0.0,0.0,1
11559,Míchel Herrero,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.7709999999999999,valladolid,33,60.0,30.0,1
11560,Miguel de la Fuente,,,,,,,,,,,,,valladolid,33,0.0,0.0,1
11561,El Hacen,,,,,,,,,,,,,valladolid,33,0.0,0.0,1
11562,Rubén Blanco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,celta,33,90.0,0.0,0
11563,Hugo Mallo,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.763,celta,33,90.0,0.0,0
11564,Néstor Araujo,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,celta,33,90.0,0.0,0
11565,Lucas Olaza,0.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.805,celta,33,90.0,0.0,0
11566,Gustavo Cabral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.977,celta,33,90.0,0.0,0
11567,Okay Yokuslu,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.847,celta,33,90.0,0.0,0
11568,Stanislav Lobotka,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.942,celta,33,90.0,0.0,0
11569,Sofiane Boufal,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.8059999999999999,celta,33,79.0,79.0,0
11570,Ryad Boudebouz,3.0,2.0,9.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,0.8240000000000001,celta,33,87.0,87.0,0
11571,Maxi Gómez,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.7829999999999999,celta,33,90.0,0.0,0
11572,Iago Aspas,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.784,celta,33,89.0,89.0,0
11573,Sergio Álvarez,,,,,,,,,,,,,celta,33,0.0,0.0,0
11574,David Costas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.667,celta,33,1.0,89.0,0
11575,Fran Beltrán,,,,,,,,,,,,,celta,33,0.0,0.0,0
11576,Pione Sisto,,,,,,,,,,,,,celta,33,0.0,0.0,0
11577,Andrew Hjulsager,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.833,celta,33,11.0,79.0,0
11578,Mathias Jensen,,,,,,,,,,,,,celta,33,0.0,0.0,0
11579,Jozabed Sánchez,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,celta,33,3.0,87.0,0
11580,Yassine Bono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,girona,33,90.0,0.0,1
11581,Bernardo Espinosa,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.828,girona,33,90.0,0.0,1
11582,Pedro Alcalá,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.905,girona,33,90.0,0.0,1
11583,Raúl García C. ,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.565,girona,33,0.0,0.0,1
11584,Pedro Porro,1.0,0.0,9.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.81,girona,33,90.0,0.0,1
11585,Pere Pons,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.857,girona,33,90.0,0.0,1
11586,Cristian Portu,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.789,girona,33,90.0,0.0,1
11587,Douglas Luiz,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.787,girona,33,90.0,0.0,1
11588,Patrick Roberts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.75,girona,33,45.0,45.0,1
11589,Aleix García,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.652,girona,33,45.0,45.0,1
11590,Christian Stuani,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.667,girona,33,90.0,0.0,1
11591,Gorka Iraizoz,,,,,,,,,,,,,girona,33,0.0,0.0,1
11592,Juanpe Ramírez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,girona,33,45.0,45.0,1
11593,Marc Muniesa,,,,,,,,,,,,,girona,33,0.0,0.0,1
11594,Álex Granell,,,,,,,,,,,,,girona,33,0.0,0.0,1
11595,Borja García,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.833,girona,33,45.0,45.0,1
11596,Kevin Soni,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,girona,33,6.0,84.0,1
11597,Seydou Doumbia,,,,,,,,,,,,,girona,33,0.0,0.0,1
11598,Marko Dmitrovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552,eibar,33,90.0,0.0,0
11599,Paulo Oliveira,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.865,eibar,33,90.0,0.0,0
11600,José Ángel,1.0,0.0,11.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.696,eibar,33,90.0,0.0,0
11601,Gonzalo Escalante,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.727,eibar,33,90.0,0.0,0
11602,Sergio Álvarez,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.774,eibar,33,90.0,0.0,0
11603,Fabián Orellana,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8059999999999999,eibar,33,76.0,76.0,0
11604,Pablo de Blasis,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.643,eibar,33,90.0,0.0,0
11605,Marc Cucurella,0.0,0.0,6.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,0.867,eibar,33,90.0,0.0,0
11606,Joan Jordan,3.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,0.846,eibar,33,90.0,0.0,0
11607,Marc Cardona,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.818,eibar,33,62.0,62.0,0
11608,Sergi Enrich,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.7240000000000001,eibar,33,82.0,82.0,0
11609,Asier Riesgo,,,,,,,,,,,,,eibar,33,0.0,0.0,0
11610,Juan Carlos Lázaro,,,,,,,,,,,,,eibar,33,0.0,0.0,0
11611,Pedro León,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,eibar,33,14.0,76.0,0
11612,Pere Milla,,,,,,,,,,,,,eibar,33,0.0,0.0,0
11613,Miguel Marí,,,,,,,,,,,,,eibar,33,0.0,0.0,0
11614,Kike García,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,eibar,33,28.0,62.0,0
11615,Charles Dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,eibar,33,8.0,82.0,0
11616,Jan Oblak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,atletico,33,90.0,0.0,1
11617,Diego Godín,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.6409999999999999,atletico,33,90.0,0.0,1
11618,Santiago Arias,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.667,atletico,33,69.0,69.0,1
11619,José María Giménez,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.629,atletico,33,90.0,0.0,1
11620,Thomas Teye,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.75,atletico,33,90.0,0.0,1
11621,Koke Resurrección,1.0,1.0,6.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,5.0,0.86,atletico,33,90.0,0.0,1
11622,Saúl Ñíguez,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6940000000000001,atletico,33,90.0,0.0,1
11623,Rodri Hernández,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,atletico,33,90.0,0.0,1
11624,Vitolo ,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.762,atletico,33,0.0,0.0,1
11625,Ángel Correa,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.778,atletico,33,54.0,54.0,1
11626,Álvaro Morata,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.381,atletico,33,90.0,0.0,1
11627,Antonio Adán,,,,,,,,,,,,,atletico,33,0.0,0.0,1
11628,Filipe Luis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,atletico,33,30.0,60.0,1
11629,Juanfran Torres,,,,,,,,,,,,,atletico,33,0.0,0.0,1
11630,Francisco Montero,,,,,,,,,,,,,atletico,33,0.0,0.0,1
11631,Thomas Lemar,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,atletico,33,36.0,54.0,1
11632,Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6,atletico,33,21.0,69.0,1
11633,Víctor Mollejo,,,,,,,,,,,,,atletico,33,0.0,0.0,1
11634,Alberto García,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.583,rayo,33,90.0,0.0,0
11635,Tito,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.429,rayo,33,90.0,0.0,0
11636,Álex Moreno,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.769,rayo,33,90.0,0.0,0
11637,Abdoulaye Ba,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.718,rayo,33,90.0,0.0,0
11638,Álex Gálvez,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.848,rayo,33,90.0,0.0,0
11639,Álvaro Medrán,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,0.852,rayo,33,65.0,65.0,0
11640,Adrián Embarba,1.0,0.0,11.0,2.0,2.0,0.0,5.0,0.0,0.0,1.0,3.0,0.65,rayo,33,90.0,0.0,0
11641,Mario Suárez,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.755,rayo,33,90.0,0.0,0
11642,José Ángel Pozo ,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,3.0,0.742,rayo,33,0.0,0.0,0
11643,Raúl De Tomás,5.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.7140000000000001,rayo,33,90.0,0.0,0
11644,Bebé,4.0,0.0,9.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.762,rayo,33,90.0,0.0,0
11645,Stole Dimitrievski,,,,,,,,,,,,,rayo,33,0.0,0.0,0
11646,Jordi Amat,,,,,,,,,,,,,rayo,33,0.0,0.0,0
11647,Emiliano Velázquez,,,,,,,,,,,,,rayo,33,0.0,0.0,0
11648,Uche Agbo,,,,,,,,,,,,,rayo,33,0.0,0.0,0
11649,Óscar Trejo,,,,,,,,,,,,,rayo,33,0.0,0.0,0
11650,Álvaro García,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,rayo,33,25.0,65.0,0
11651,Franco Di Santo ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.667,rayo,33,90.0,0.0,0
11652,Roberto Santamaría,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.412,huesca,33,90.0,0.0,1
11653,Xabier Etxeita,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.389,huesca,33,90.0,0.0,1
11654,Javi Galán,0.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,3.0,4.0,1.0,0.5710000000000001,huesca,33,90.0,0.0,1
11655,Jorge Pulido,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.769,huesca,33,45.0,45.0,1
11656,Jorge Miramón,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.529,huesca,33,90.0,0.0,1
11657,Moi Gómez,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.675,huesca,33,90.0,0.0,1
11658,David Ferreiro,1.0,0.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.846,huesca,33,90.0,0.0,1
11659,Gonzalo Melero,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.75,huesca,33,63.0,63.0,1
11660,Yangel Herrera,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,0.0,0.742,huesca,33,90.0,0.0,1
11661,Chimy Ávila,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.417,huesca,33,90.0,0.0,1
11662,Enric Gallego,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.654,huesca,33,90.0,0.0,1
11663,Aleksandar Jovanovic,,,,,,,,,,,,,huesca,33,0.0,0.0,1
11664,Adrián Diéguez,,,,,,,,,,,,,huesca,33,0.0,0.0,1
11665,Martín Mantovani,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,0.0,0.0,0.417,huesca,33,45.0,45.0,1
11666,Álex Gallar,,,,,,,,,,,,,huesca,33,0.0,0.0,1
11667,Juanpi Añor,,,,,,,,,,,,,huesca,33,0.0,0.0,1
11668,Damián Musto,,,,,,,,,,,,,huesca,33,0.0,0.0,1
11669,Cucho Hernández,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,huesca,33,27.0,63.0,1
11670,Marc-André ter Stegen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,barcelona,33,90.0,0.0,0
11671,Nélson Semedo,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.921,barcelona,33,90.0,0.0,0
11672,Gerard Piqué,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.918,barcelona,33,90.0,0.0,0
11673,Clément Lenglet,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.96,barcelona,33,90.0,0.0,0
11674,Jordi Alba,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.807,barcelona,33,90.0,0.0,0
