,Titulares,T,TaP,C,CP,CF,FR,FC,PI,BR,Reg,PA,P%,equipo,jornada,Minutos,cambioN,localizacion
11266,Maxi Gómez,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5710000000000001,celta,32,90.0,0.0,1
11267,Sergio Álvarez,,,,,,,,,,,,,celta,32,0.0,0.0,1
11268,David Costas,,,,,,,,,,,,,celta,32,0.0,0.0,1
11269,Fran Beltrán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,celta,32,7.0,83.0,1
11270,Pione Sisto,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.889,celta,32,26.0,64.0,1
11271,Andrew Hjulsager,,,,,,,,,,,,,celta,32,0.0,0.0,1
11272,Mathias Jensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,celta,32,5.0,85.0,1
11273,Jozabed Sánchez,,,,,,,,,,,,,celta,32,0.0,0.0,1
11274,Tomáš Vaclík,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.448,sevilla,32,90.0,0.0,0
11275,Daniel Carriço,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.5479999999999999,sevilla,32,90.0,0.0,0
11276,Jesús Navas,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.757,sevilla,32,90.0,0.0,0
11277,Sergio Escudero,1.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,3.0,2.0,0.0,0.862,sevilla,32,90.0,0.0,0
11278,Gabriel Mercado,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.792,sevilla,32,90.0,0.0,0
11279,Roque Mesa,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.8859999999999999,sevilla,32,90.0,0.0,0
11280,Éver Banega,1.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,2.0,0.872,sevilla,32,73.0,73.0,0
11281,Pablo Sarabia,4.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.71,sevilla,32,90.0,0.0,0
11282,Franco Vázquez,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.765,sevilla,32,68.0,68.0,0
11283,Wissam Ben Yedder,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7140000000000001,sevilla,32,90.0,0.0,0
11284,Munir El Haddadi ,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.684,sevilla,32,0.0,0.0,0
11285,Juan Soriano,,,,,,,,,,,,,sevilla,32,0.0,0.0,0
11286,Sergi Gómez,,,,,,,,,,,,,sevilla,32,0.0,0.0,0
11287,Simon Kjaer,,,,,,,,,,,,,sevilla,32,0.0,0.0,0
11288,Aleix Vidal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.667,sevilla,32,22.0,68.0,0
11289,Marko Rog,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.75,sevilla,32,17.0,73.0,0
11290,Bryan Gil,,,,,,,,,,,,,sevilla,32,0.0,0.0,0
11291,Quincy Promes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857,sevilla,32,22.0,68.0,0
11292,Pau López,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7859999999999999,betis,32,90.0,0.0,1
11293,Zou Feddal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.789,betis,32,90.0,0.0,1
11294,Sidnei ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.892,betis,32,0.0,0.0,1
11295,Junior Firpo,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.83,betis,32,90.0,0.0,1
11296,Aissa Mandi,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.892,betis,32,90.0,0.0,1
11297,Emerson de Souza ,0.0,0.0,3.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,0.8440000000000001,betis,32,0.0,0.0,1
11298,Sergio Canales,0.0,0.0,6.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,0.879,betis,32,90.0,0.0,1
11299,William Carvalho,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.917,betis,32,90.0,0.0,1
11300,Andrés Guardado,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.875,betis,32,90.0,0.0,1
11301,Giovani Lo Celso,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.805,betis,32,90.0,0.0,1
11302,Jesé Rodríguez,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.615,betis,32,73.0,73.0,1
11303,Joel Robles,,,,,,,,,,,,,betis,32,0.0,0.0,1
11304,Marc Bartra,,,,,,,,,,,,,betis,32,0.0,0.0,1
11305,Javi García,,,,,,,,,,,,,betis,32,0.0,0.0,1
11306,Cristian Tello,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,betis,32,14.0,76.0,1
11307,Joaquín Sánchez,1.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8240000000000001,betis,32,23.0,67.0,1
11308,Sergio León,,,,,,,,,,,,,betis,32,0.0,0.0,1
11309,Loren Morón,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,betis,32,17.0,73.0,1
11310,Yoel Rodríguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,valladolid,32,90.0,0.0,0
11311,Kiko Olivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.963,valladolid,32,90.0,0.0,0
11312,Fernando Calero,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.75,valladolid,32,90.0,0.0,0
11313,Javi Moyano,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.652,valladolid,32,90.0,0.0,0
11314,Nacho Martínez,0.0,0.0,4.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.649,valladolid,32,90.0,0.0,0
11315,Rubén Alcaraz,1.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.82,valladolid,32,90.0,0.0,0
11316,Anuar Mohamed,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.727,valladolid,32,81.0,81.0,0
11317,Keko Gontán,1.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.619,valladolid,32,61.0,61.0,0
11318,Enes Ünal,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.647,valladolid,32,76.0,76.0,0
11319,Óscar Plano,0.0,0.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.6940000000000001,valladolid,32,90.0,0.0,0
11320,Sergi Guardiola,2.0,1.0,3.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.552,valladolid,32,90.0,0.0,0
11321,Jordi Masip,,,,,,,,,,,,,valladolid,32,0.0,0.0,0
11322,Joaquín Fernández,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,valladolid,32,9.0,81.0,0
11323,Antoñito Regal,,,,,,,,,,,,,valladolid,32,0.0,0.0,0
11324,Waldo Rubio,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.4,valladolid,32,29.0,61.0,0
11325,Borja Fernández,,,,,,,,,,,,,valladolid,32,0.0,0.0,0
11326,Daniele Verde,,,,,,,,,,,,,valladolid,32,0.0,0.0,0
11327,Míchel Herrero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,valladolid,32,14.0,76.0,0
11328,David Soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,getafe,32,90.0,0.0,1
11329,Dakonam Djené,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.606,getafe,32,90.0,0.0,1
11330,Vitorino Antunes,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.429,getafe,32,37.0,37.0,1
11331,Leandro Cabrera,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.35700000000000004,getafe,32,90.0,0.0,1
11332,Mathias Olivera,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,1.0,0.0,0.412,getafe,32,61.0,61.0,1
11333,Damián Suárez,0.0,0.0,7.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.6,getafe,32,90.0,0.0,1
11334,Francisco Portillo,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.727,getafe,32,71.0,71.0,1
11335,Mauro Arambarri,2.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.923,getafe,32,90.0,0.0,1
11336,Nemanja Maksimovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.529,getafe,32,90.0,0.0,1
11337,Jaime Mata,1.0,0.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.5479999999999999,getafe,32,90.0,0.0,1
11338,Ángel Rodríguez,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,getafe,32,65.0,65.0,1
11339,Leandro Chichizola,,,,,,,,,,,,,getafe,32,0.0,0.0,1
11340,Bruno González,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.857,getafe,32,25.0,65.0,1
11341,Gaku Shibasaki,,,,,,,,,,,,,getafe,32,0.0,0.0,1
11342,Sebastián Cristóforo,,,,,,,,,,,,,getafe,32,0.0,0.0,1
11343,Mathieu Flamini,,,,,,,,,,,,,getafe,32,0.0,0.0,1
11344,Jorge Molina,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,getafe,32,19.0,71.0,1
11345,Hugo Duro,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.429,getafe,32,53.0,37.0,1
11346,Iago Herrerín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34600000000000003,athletic,32,90.0,0.0,0
11347,Íñigo Martínez,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7140000000000001,athletic,32,90.0,0.0,0
11348,Yeray Álvarez,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.857,athletic,32,90.0,0.0,0
11349,Yuri Berchiche,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.846,athletic,32,60.0,60.0,0
11350,Óscar De Marcos,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.818,athletic,32,90.0,0.0,0
11351,Beñat Etxebarria,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.763,athletic,32,90.0,0.0,0
11352,Iker Muniaín,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.784,athletic,32,88.0,88.0,0
11353,Íñigo Córdoba,1.0,0.0,3.0,0.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,0.773,athletic,32,90.0,0.0,0
11354,Dani García,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.72,athletic,32,57.0,57.0,0
11355,Raúl García,4.0,2.0,1.0,0.0,1.0,7.0,4.0,0.0,3.0,1.0,1.0,0.7140000000000001,athletic,32,90.0,0.0,0
11356,Iñaki Williams,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0.647,athletic,32,90.0,0.0,0
11357,Unai Simón,,,,,,,,,,,,,athletic,32,0.0,0.0,0
11358,Unai Núñez,,,,,,,,,,,,,athletic,32,0.0,0.0,0
11359,Íñigo Lekue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.875,athletic,32,30.0,60.0,0
11360,Markel Susaeta,,,,,,,,,,,,,athletic,32,0.0,0.0,0
11361,Unai López,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7140000000000001,athletic,32,33.0,57.0,0
11362,Kenan Kodro,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,athletic,32,2.0,88.0,0
11363,Aritz Aduriz,,,,,,,,,,,,,athletic,32,0.0,0.0,0
11364,Alberto García,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.412,rayo,32,90.0,0.0,1
11365,Tito,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.8059999999999999,rayo,32,90.0,0.0,1
11366,Álex Moreno,2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.762,rayo,32,72.0,72.0,1
11367,Jordi Amat,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,0.7,rayo,32,90.0,0.0,1
11368,Luis Advíncula,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.857,rayo,32,51.0,51.0,1
11369,Abdoulaye Ba,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.8059999999999999,rayo,32,90.0,0.0,1
11370,Álvaro Medrán,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.8370000000000001,rayo,32,68.0,68.0,1
11371,Mario Suárez,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.816,rayo,32,90.0,0.0,1
11372,José Ángel Pozo ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,0.875,rayo,32,0.0,0.0,1
11373,Raúl De Tomás,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6,rayo,32,90.0,0.0,1
11374,Bebé,3.0,1.0,7.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.72,rayo,32,90.0,0.0,1
11375,Stole Dimitrievski,,,,,,,,,,,,,rayo,32,0.0,0.0,1
11376,Emiliano Velázquez,,,,,,,,,,,,,rayo,32,0.0,0.0,1
11377,Uche Agbo,,,,,,,,,,,,,rayo,32,0.0,0.0,1
11378,Adrián Embarba,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.833,rayo,32,22.0,68.0,1
11379,Álvaro García,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,rayo,32,18.0,72.0,1
11380,Santi Comesaña,,,,,,,,,,,,,rayo,32,0.0,0.0,1
11381,Franco Di Santo ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.25,rayo,32,90.0,0.0,1
11382,Gerónimo Rulli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634,real_sociedad,32,90.0,0.0,0
11383,Joseba Zaldua,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,0.407,real_sociedad,32,90.0,0.0,0
11384,Diego Javier Llorente,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.526,real_sociedad,32,90.0,0.0,0
11385,Aritz Elustondo,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.526,real_sociedad,32,90.0,0.0,0
11386,Aihen Muñoz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.409,real_sociedad,32,90.0,0.0,0
11387,Igor Zubeldia,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.636,real_sociedad,32,89.0,89.0,0
11388,Mikel Merino,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.7190000000000001,real_sociedad,32,90.0,0.0,0
11389,Mikel Oyarzabal,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.579,real_sociedad,32,90.0,0.0,0
11390,Luca Sangalli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.6,real_sociedad,32,65.0,65.0,0
11391,Juanmi Jiménez,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.619,real_sociedad,32,90.0,0.0,0
11392,Ander Barrenetxea,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.556,real_sociedad,32,55.0,55.0,0
11393,Miguel Ángel Moyà,,,,,,,,,,,,,real_sociedad,32,0.0,0.0,0
11394,Theo Hernández,,,,,,,,,,,,,real_sociedad,32,0.0,0.0,0
11395,Raúl Navas,,,,,,,,,,,,,real_sociedad,32,0.0,0.0,0
11396,Rubén Pardo,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,real_sociedad,32,25.0,65.0,0
11397,Zourdine Thior,,,,,,,,,,,,,real_sociedad,32,0.0,0.0,0
11398,Jon Bautista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,real_sociedad,32,1.0,89.0,0
11399,Sandro Ramírez,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.778,real_sociedad,32,35.0,55.0,0
11400,Marko Dmitrovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,eibar,32,90.0,0.0,1
11401,Paulo Oliveira,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.6779999999999999,eibar,32,90.0,0.0,1
11402,José Ángel,2.0,1.0,8.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,0.727,eibar,32,83.0,83.0,1
11403,Gonzalo Escalante,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.821,eibar,32,90.0,0.0,1
11404,Sergio Álvarez,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.818,eibar,32,90.0,0.0,1
11405,Fabián Orellana,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.7070000000000001,eibar,32,90.0,0.0,1
11406,Pablo de Blasis,0.0,0.0,6.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,0.621,eibar,32,90.0,0.0,1
11407,Marc Cucurella,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.743,eibar,32,90.0,0.0,1
11408,Joan Jordan,2.0,1.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,0.867,eibar,32,90.0,0.0,1
11409,Marc Cardona,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.7240000000000001,eibar,32,77.0,77.0,1
11410,Sergi Enrich,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.6559999999999999,eibar,32,90.0,0.0,1
11411,Asier Riesgo,,,,,,,,,,,,,eibar,32,0.0,0.0,1
11412,Juan Carlos Lázaro,,,,,,,,,,,,,eibar,32,0.0,0.0,1
11413,Pedro León,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eibar,32,7.0,83.0,1
11414,Pere Milla,,,,,,,,,,,,,eibar,32,0.0,0.0,1
11415,Miguel Marí,,,,,,,,,,,,,eibar,32,0.0,0.0,1
11416,Kike García,,,,,,,,,,,,,eibar,32,0.0,0.0,1
11417,Charles Dias,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.625,eibar,32,13.0,77.0,1
11418,Yassine Bono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.947,girona,32,90.0,0.0,0
11419,Jonas Ramalho,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,girona,32,69.0,69.0,0
11420,Pedro Alcalá,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.8640000000000001,girona,32,90.0,0.0,0
11421,Raúl García C. ,1.0,0.0,16.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.7559999999999999,girona,32,0.0,0.0,0
11422,Juanpe Ramírez,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.873,girona,32,90.0,0.0,0
11423,Pere Pons,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.825,girona,32,90.0,0.0,0
11424,Cristian Portu,1.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.7929999999999999,girona,32,90.0,0.0,0
11425,Borja García,2.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,0.9,girona,32,90.0,0.0,0
11426,Patrick Roberts,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.773,girona,32,63.0,63.0,0
11427,Aleix García,0.0,0.0,14.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,0.8859999999999999,girona,32,90.0,0.0,0
11428,Christian Stuani,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.727,girona,32,90.0,0.0,0
11429,Gorka Iraizoz,,,,,,,,,,,,,girona,32,0.0,0.0,0
11430,Marc Muniesa,,,,,,,,,,,,,girona,32,0.0,0.0,0
11431,Pedro Porro,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.769,girona,32,21.0,69.0,0
11432,Kevin Soni,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,girona,32,5.0,85.0,0
11433,Paik Seung-Ho,,,,,,,,,,,,,girona,32,0.0,0.0,0
11434,Choco Lozano,,,,,,,,,,,,,girona,32,0.0,0.0,0
11435,Seydou Doumbia,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,girona,32,27.0,63.0,0
11436,Sergio Asenjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593,villarreal,32,90.0,0.0,1
11437,Mario Gaspar,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.6,villarreal,32,90.0,0.0,1
11438,Álvaro González,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.679,villarreal,32,90.0,0.0,1
11439,Ramiro Funes Mori,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.828,villarreal,32,90.0,0.0,1
11440,Xavi Quintillà,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.68,villarreal,32,90.0,0.0,1
11441,Pablo Fornals,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.8059999999999999,villarreal,32,90.0,0.0,1
11442,Vicente Iborra,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.86,villarreal,32,90.0,0.0,1
11443,Santi Cazorla,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.875,villarreal,32,90.0,0.0,1
11444,Samuel Chukweze,5.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.769,villarreal,32,75.0,75.0,1
11445,Carlos Bacca,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.95,villarreal,32,89.0,89.0,1
11446,Karl Toko Ekambi ,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.87,villarreal,32,0.0,0.0,1
11447,Andrés Fernández,,,,,,,,,,,,,villarreal,32,0.0,0.0,1
11448,Alfonso Pedraza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889,villarreal,32,15.0,75.0,1
11449,Santiago Cáseres,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.818,villarreal,32,34.0,56.0,1
11450,Manu Trigueros,,,,,,,,,,,,,villarreal,32,0.0,0.0,1
11451,Manuel Morlanes,,,,,,,,,,,,,villarreal,32,0.0,0.0,1
11452,Gerard Moreno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,villarreal,32,1.0,89.0,1
11453,Daniel Raba,,,,,,,,,,,,,villarreal,32,0.0,0.0,1
11454,Neto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,valencia,32,90.0,0.0,0
11455,Gabriel Paulista,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,0.8059999999999999,valencia,32,90.0,0.0,0
11456,José Gayà,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.907,valencia,32,90.0,0.0,0
11457,Cristiano Piccini,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,valencia,32,31.0,31.0,0
11458,Ezequiel Garay,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8370000000000001,valencia,32,90.0,0.0,0
11459,Carlos Soler,4.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.939,valencia,32,90.0,0.0,0
11460,Dani Parejo,1.0,0.0,6.0,5.0,1.0,3.0,0.0,1.0,2.0,1.0,4.0,0.867,valencia,32,70.0,70.0,0
11461,Denis Cheryshev,4.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,0.7,valencia,32,90.0,0.0,0
11462,Daniel Wass,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.83,valencia,32,90.0,0.0,0
11463,Gonçalo Guedes,4.0,1.0,3.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,0.7809999999999999,valencia,32,77.0,77.0,0
11464,Santi Mina,4.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.947,valencia,32,90.0,0.0,0
11465,Cristian Rivero,,,,,,,,,,,,,valencia,32,0.0,0.0,0
11466,Mouctar Diakhaby,,,,,,,,,,,,,valencia,32,0.0,0.0,0
11467,Antonio Lato,,,,,,,,,,,,,valencia,32,0.0,0.0,0
11468,Lee Kang-in,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.818,valencia,32,13.0,77.0,0
